166	1	1	1	2	3	3	1	1	2	1	0	
167	1	1	1	3	1	1	1	2	3	4	0	
168	1	2	1	5	3	2	1	3	3	5	15	
169	1	1	1	3	4	5	1	3	3	2	0	
170	1	1	1	2	2	3	1	2	1	3	0	
171	1	2	1	4	6	2	1	6	2	4	40	
172	2	2	8	0	0	0	0	1	5	5	50	
173	1	1	1	4	2	3	1	4	3	4	0	
174	1	1	1	4	2	2	1	4	1	3	0	
175	1	3	1	3	3	1	1	2	3	3	0	
176	1	1	1	3	2	1	1	2	3	3	0	
177	1	3	1	1	6	1	1	4	5	2	0	
178	1	1	1	2	3	3	1	2	5	3	0	
179	1	1	1	3	3	2	1	4	5	4	0	
180	1	2	1	3	4	4	1	2	2	2	30	
181	1	1	1	2	5	4	1	6	2	3	0	
182	1	3	1	1	2	1	1	3	2	2	0	
183	1	1	1	1	3	3	1	3	2	3	0	
184	1	3	1	1	4	3	1	2	4	3	0	
185	2	1	1	3	6	2	2	2	2	4	0	
186	1	1	1	2	6	3	1	2	3	2	0	
187	1	1	1	3	2	3	1	3	3	3	0	
188	1	1	1	3	9	4	2	2	2	2	0	
189	1	1	1	2	3	3	1	3	3	2	0	
190	2	1	1	2	3	3	1	3	3	3	0	
191	1	1	1	4	4	3	1	2	3	2	0	
192	1	1	1	1	5	3	1	3	3	2	0	
193	1	1	1	4	2	3	1	3	1	4	0	
194	1	1	1	3	3	4	1	3	2	2	0	
195	3	2	1	3	2	2	1	3	5	2	0	
196	1	1	1	2	3	3	1	4	2	2	0	
197	1	2	1	3	2	2	1	3	1	1	30	
198	1	1	1	4	3	1	1	2	4	1	0	
199	1	1	1	1	6	3	1	3	3	2	0	
200	1	1	1	1	2	6	1	2	2	3	0	
201	2	1	1	3	1	1	1	4	6	4	0	
202	1	2	1	4	2	4	1	2	2	3	15	
203	1	2	1	3	3	3	1	2	6	2	50	
204	1	1	1	3	2	1	1	3	4	3	0	
205	1	2	1	3	5	3	1	3	2	3	50	
206	1	1	1	1	2	3	1	2	2	3	0	
207	1	2	1	3	3	3	9	3	3	2	30	
208	2	1	1	2	3	9	2	5	3	3	0	
209	1	2	1	3	1	2	1	1	3	3	30	
210	2	4	1	4	4	3	1	4	1	3	0	
211	1	2	1	5	3	2	1	3	3	3	40	
212	1	1	1	3	1	4	1	3	2	4	0	
213	1	1	1	3	4	3	1	2	1	1	0	
214	1	1	1	2	2	4	1	6	3	2	0	
215	1	2	1	3	1	3	1	3	1	3	20	
216	1	1	1	3	2	4	1	1	3	3	0	
217	2	2	1	3	5	1	1	3	2	2	30	
218	1	1	1	2	1	1	1	4	3	3	0	
219	1	1	1	1	3	3	1	3	4	3	0	
220	2	1	1	1	3	2	1	3	5	2	0	
221	1	1	1	3	2	1	1	3	2	3	0	
222	1	2	1	6	3	6	1	2	2	3	40	
223	1	1	1	3	3	3	1	3	6	3	0	
224	1	2	1	3	3	2	1	1	3	4	10	
225	1	1	1	2	1	3	1	1	5	3	0	
226	1	1	1	2	2	5	1	1	6	9	0	
227	1	3	1	2	4	2	8	8	3	3	0	
228	1	1	1	2	4	6	1	4	2	3	0	
229	1	1	1	4	1	1	1	3	2	2	0	
230	3	1	1	2	3	1	1	3	3	3	0	
231	1	2	1	3	2	3	1	4	3	3	20	
232	1	1	1	3	2	2	2	3	3	1	0	
233	1	2	1	3	1	3	2	1	1	2	15	
234	1	1	1	3	3	2	1	3	1	3	0	
235	1	3	1	3	6	2	1	3	8	2	0	
236	2	1	1	5	2	5	1	3	3	1	0	
237	1	2	1	3	3	6	1	3	3	4	20	
238	1	1	1	2	3	1	3	2	2	2	0	
239	2	1	1	3	3	3	1	2	3	1	0	
240	1	2	2	4	3	3	1	3	1	3	30	
241	1	2	1	1	3	3	2	4	3	3	20	
242	1	1	1	3	2	3	1	6	2	1	0	
243	1	1	1	3	8	1	1	1	3	3	0	
244	1	1	1	3	2	2	1	3	2	2	0	
245	2	1	1	3	1	3	1	4	3	3	0	
246	3	1	1	3	3	4	1	2	2	1	0	
247	2	1	1	3	3	3	1	2	3	2	0	
248	1	1	1	3	9	3	2	5	3	3	0	
249	1	8	1	3	3	4	1	3	2	3	0	
250	1	3	1	2	2	3	2	3	3	3	0	
251	1	1	1	1	1	3	1	3	2	5	0	
252	1	1	1	3	3	4	1	2	1	2	20	
253	1	1	1	3	2	3	1	1	1	2	0	
254	1	1	1	2	2	3	1	3	2	2	0	
255	1	1	1	6	5	3	1	3	4	2	0	
256	1	2	1	2	2	3	1	3	3	4	30	
257	1	1	1	4	4	2	1	1	4	3	0	
258	1	1	1	3	1	1	1	2	2	4	0	
259	1	1	1	1	3	3	1	1	3	3	0	
260	1	2	1	3	3	2	1	3	3	4	40	
261	1	2	1	4	3	3	1	5	2	5	30	
262	1	2	1	3	2	3	1	3	2	5	40	
263	1	1	1	6	2	3	1	3	3	1	0	
264	1	1	1	3	1	1	1	1	3	5	0	
265	2	2	1	3	3	3	2	3	1	1	30	
266	1	1	1	9	4	2	1	2	4	4	0	
267	2	1	1	2	1	3	1	2	2	8	0	
268	1	1	1	3	1	3	1	3	6	2	0	
269	1	2	1	3	2	3	3	3	2	1	10	
270	1	1	1	3	3	3	1	3	4	1	0	
271	1	1	1	4	3	5	1	2	3	3	0	
272	1	2	1	5	5	1	1	4	1	2	30	
273	2	1	1	3	3	2	1	2	3	5	0	
274	1	3	1	4	3	1	1	1	2	3	0	
275	1	3	1	3	1	3	1	6	1	4	0	
276	1	1	1	3	3	4	1	3	3	3	0	
277	1	1	1	2	3	5	2	6	3	3	0	
278	1	1	1	4	2	3	1	3	3	3	0	
279	2	1	1	1	2	3	3	1	3	3	0	
280	1	2	1	3	3	3	3	2	1	2	10	
281	1	1	1	1	3	3	1	2	1	2	0	
282	1	3	1	1	3	4	1	2	3	5	0	
283	1	2	1	3	3	3	1	3	3	3	50	
284	1	1	1	5	2	3	1	2	4	3	0	
285	2	1	1	4	2	4	1	2	3	5	0	
286	1	1	1	2	3	3	8	1	2	5	0	
287	1	1	1	9	2	5	1	2	2	2	0	
288	1	4	1	3	1	3	1	1	1	4	0	
289	1	1	1	2	3	3	1	2	3	2	0	
290	3	1	1	2	2	3	1	3	2	4	0	
291	2	1	1	3	3	3	1	9	3	2	0	
292	1	1	1	2	3	6	1	5	3	2	0	
293	2	1	1	4	2	2	1	2	3	3	0	
294	1	1	1	4	4	3	2	5	1	1	0	
295	2	1	1	2	3	2	1	3	1	3	0	
296	1	1	1	6	3	3	1	3	3	2	0	
297	1	1	1	1	3	5	1	3	3	2	0	
298	1	2	1	1	1	2	1	1	3	4	15	
299	2	1	1	3	2	4	1	3	1	8	0	
300	l	1	8	0	0	0	0	4	5	4	0	
